id,aqi,lan,lng,time,tz
614,167,35.08972222,118.4023333,1496311200,+08:00
615,182,35.01055556,118.43,1496311200,+08:00
616,163,37.46527778,116.3083333,1496311200,+08:00
618,147,37.43222222,116.3713889,1496307600,+08:00
619,151,37.44888889,116.3188889,1496307600,+08:00
620,160,37.46194444,116.3516667,1496311200,+08:00
621,161,37.47805556,116.3105556,1496311200,+08:00
622,162,36.44444444,115.9661111,1496311200,+08:00
623,158,36.45666667,115.9966667,1496311200,+08:00
624,162,36.47944444,115.9836111,1496311200,+08:00
625,164,36.43194444,115.9513889,1496311200,+08:00
626,161,36.47111111,115.9547222,1496311200,+08:00
627,179,36.45916667,116.0377778,1496311200,+08:00
628,107,37.37944444,118.0208333,1496311200,+08:00
630,87,37.36083333,117.9966667,1496311200,+08:00
631,93,37.39555556,117.9377778,1496311200,+08:00
632,87,37.35555556,117.9375,1496311200,+08:00
633,152,37.3675,117.9730556,1496311200,+08:00
634,225,35.24888889,115.4227778,1496311200,+08:00
635,219,35.22305556,115.5258333,1496311200,+08:00
636,175,35.2375,115.4747222,1496311200,+08:00
637,200,35.24361111,115.4086111,1496311200,+08:00
638,193,35.26194444,115.5191667,1496311200,+08:00
639,238,35.27,115.455,1496311200,+08:00
640,153,36.22888889,117.6888889,1496311200,+08:00
641,134,38.031,114.542,1496307600,+08:00
642,139,38.012,114.467,1496307600,+08:00
644,144,38.051,114.455,1496307600,+08:00
645,153,38.052,114.521,1496307600,+08:00
646,139,38.14,114.502,1496307600,+08:00
647,117,38.04,114.605,1496307600,+08:00
648,163,37.91,114.354,1496307600,+08:00
650,139,39.668,118.219,1496307600,+08:00
652,132,39.641,118.185,1496307600,+08:00
653,132,39.643,118.144,1496307600,+08:00
654,129,39.631,118.166,1496307600,+08:00
655,61,39.957,119.602,1496307600,+08:00
656,78,39.828,119.526,1496307600,+08:00
657,42,40.018,119.762,1496307600,+08:00
658,93,39.942,119.537,1496307600,+08:00
659,97,39.936,119.607,1496307600,+08:00
660,157,36.62,114.496,1496307600,+08:00
661,174,36.618,114.513,1496307600,+08:00
662,165,36.616,114.543,1496307600,+08:00
663,159,36.578,114.504,1496307600,+08:00
664,154,37.096,114.533,1496307600,+08:00
665,151,37.097,114.482,1496307600,+08:00
666,137,37.053,114.526,1496307600,+08:00
667,102,37.062,114.485,1496307600,+08:00
668,99,38.871,115.521,1496307600,+08:00
669,104,38.842,115.461,1496307600,+08:00
670,89,38.896,115.522,1496307600,+08:00
671,104,38.911,115.471,1496307600,+08:00
672,87,38.876,115.442,1496307600,+08:00
673,80,38.863,115.493,1496307600,+08:00
674,71,40.769,114.903,1496307600,+08:00
675,71,40.873,114.904,1496307600,+08:00
676,53,40.837,114.898,1496307600,+08:00
677,53,40.811,114.881,1496307600,+08:00
678,50,40.795,114.892,1496307600,+08:00
679,63,40.916,117.966,1496307600,+08:00
680,73,40.973,117.818,1496307600,+08:00
681,57,40.984,117.952,1496307600,+08:00
682,57,40.936,117.963,1496307600,+08:00
683,51,41.011,117.938,1496307600,+08:00
684,112,38.323,116.871,1496307600,+08:00
685,99,38.299,116.885,1496307600,+08:00
686,89,38.325,116.858,1496307600,+08:00
687,161,39.557,116.715,1482782400,+08:00
688,102,39.518,116.684,1496307600,+08:00
689,104,39.575,116.773,1496307600,+08:00
690,122,39.534,116.737,1496307600,+08:00
691,158,37.739,115.69,1496307600,+08:00
692,154,37.738,115.643,1496307600,+08:00
693,168,37.758,115.695,1496307600,+08:00
695,225,39.17295,117.1933667,1480078800,+08:00
696,142,39.16543333,117.1446333,1496311200,+08:00
698,157,39.11083,117.2452,1496311200,+08:00
699,117,39.0927,117.2016833,1496311200,+08:00
700,157,39.22605,117.18495,1496311200,+08:00
702,158,39.08714,117.3145,1496311200,+08:00
704,151,39.03431667,117.70715,1496311200,+08:00
705,166,38.83945,117.45735,1496311200,+08:00
707,165,38.98458333,117.3747333,1496311200,+08:00
708,147,39.02096667,117.6503,1496311200,+08:00
709,153,39.24735,117.7917667,1496311200,+08:00
711,235,39.37261667,117.0439833,1478797200,+08:00
712,87,40.04175,117.4444167,1496307600,+08:00
713,164,38.91943333,117.1566333,1496311200,+08:00
714,168,39.32815,117.8165667,1496311200,+08:00
716,153,39.07846667,117.0901667,1496311200,+08:00
717,999,39.15106667,117.3747667,1493982000,+08:00
718,93,39.15875,117.7641667,1496278800,+08:00
719,158,38.84516667,116.7794167,1496311200,+08:00
720,114,39.51626667,117.3431167,1496307600,+08:00
721,159,30.246,120.128,1496307600,+08:00
722,163,30.288,120.171,1496307600,+08:00
723,159,30.21,120.210833,1496307600,+08:00
724,159,30.31194444,120.1197222,1496307600,+08:00
725,159,30.268,120.193,1496307600,+08:00
726,173,30.30583333,120.3480556,1496307600,+08:00
727,137,30.18083333,120.0883333,1496307600,+08:00
728,157,30.27472222,120.0633333,1496307600,+08:00
729,159,30.18194444,120.2697222,1496307600,+08:00
730,156,29.640581,119.025965,1496307600,+08:00
731,179,30.418333,120.300556,1496307600,+08:00
732,57,30.051,119.9589,1495706400,+08:00
736,154,28.013044,120.675116,1496307600,+08:00
737,165,28.005239,120.638037,1496307600,+08:00
738,152,27.971359,120.764294,1496307600,+08:00
739,122,27.985079,120.679665,1496304000,+08:00
740,167,30.75666667,120.7630556,1496300400,+08:00
741,119,30.747405,120.730691,1496307600,+08:00
742,163,30.777969,120.743647,1496307600,+08:00
745,95,30.864437,120.079708,1496307600,+08:00
746,151,29.993049,120.643444,1496300400,+08:00
748,134,29.989283,120.609511,1496307600,+08:00
749,153,30.078374,120.617462,1496307600,+08:00
750,134,29.933613,120.573047,1496300400,+08:00
753,158,29.728868,120.217123,1496307600,+08:00
754,154,29.102917,119.685611,1496307600,+08:00
755,152,29.077,119.6474167,1496307600,+08:00
756,177,29.11305556,119.6489444,1482562800,+08:00
759,134,28.94041667,118.8713056,1496307600,+08:00
760,156,28.964613,118.876145,1496307600,+08:00
761,155,28.97452778,118.85525,1496307600,+08:00
762,104,29.99444444,122.1897222,1496307600,+08:00
763,97,29.95378,122.3135,1496307600,+08:00
764,102,30.02027778,122.1222222,1496307600,+08:00
765,144,28.654166,121.41888,1496307600,+08:00
766,151,28.57736111,121.3767778,1496307600,+08:00
767,134,28.659261,121.280823,1496307600,+08:00
768,144,28.42305556,119.8794444,1496307600,+08:00
769,124,28.447794,119.9187,1496307600,+08:00
770,151,28.454307,119.934922,1496307600,+08:00
771,57,23.1422,113.235,1496307600,+08:00
772,50,23.1331,113.26,1496307600,+08:00
773,59,23.105,113.261,1496307600,+08:00
775,55,23.0916,113.348,1496307600,+08:00
776,50,23.105,113.433,1496307600,+08:00
777,70,22.9477,113.352,1496307600,+08:00
778,87,23.3917,113.215,1484557200,+08:00
779,59,23.2783,113.568,1496307600,+08:00
780,53,23.1569,113.281,1496304000,+08:00
781,57,23.6502,113.6246,1496307600,+08:00
782,65,23.4208,113.073,1496307600,+08:00
783,37,23.1064,113.3328,1496307600,+08:00
784,34,22.2281,113.299,1496307600,+08:00
785,38,22.2611,113.574,1496307600,+08:00
786,46,22.2294,113.495,1496307600,+08:00
787,38,22.4251,113.628,1496307600,+08:00
789,50,23.0048,113.134,1496307600,+08:00
790,57,23.0395,113.105,1496307600,+08:00
791,59,23.1886,112.863,1496307600,+08:00
792,55,23.0467,113.144,1496307600,+08:00
793,21,22.8693,112.844,1496307600,+08:00
794,85,23.1572,112.885,1496307600,+08:00
795,117,22.809444,113.287778,1483804800,+08:00
796,112,22.765556,113.253056,1483804800,+08:00
798,50,22.5931,113.0819,1496307600,+08:00
799,97,22.7279,112.929,1484528400,+08:00
800,25,22.0608,112.7607,1496307600,+08:00
801,57,22.5862,112.5814,1496307600,+08:00
802,63,22.5811,113.074,1496307600,+08:00
803,65,22.6069,113.104,1496307600,+08:00
804,50,22.5328,113.024,1496307600,+08:00
805,70,23.1617,112.565,1496307600,+08:00
806,30,23.0706,112.427,1496307600,+08:00
808,78,23.0528,112.471,1496307600,+08:00
809,42,22.9398,114.3806,1496307600,+08:00
810,65,23.08,114.4053,1496307600,+08:00
812,50,23.0528,114.4183,1496307600,+08:00
813,70,23.1142,114.4103,1496307600,+08:00
814,53,22.8172,114.3244,1496307600,+08:00
815,68,22.7422,114.5317,1496307600,+08:00
816,65,23.06,113.748056,1484557200,+08:00
817,80,23.0536,113.7819,1484557200,+08:00
818,30,23.01277778,113.7944444,1496307600,+08:00
819,55,22.96583333,113.7383333,1496307600,+08:00
820,57,23.02777778,113.7461111,1496307600,+08:00
821,34,22.5078,113.402,1496307600,+08:00
822,38,22.4886,113.434,1496307600,+08:00
823,20,22.5211,113.369,1496307600,+08:00
824,34,22.5481,113.365,1496307600,+08:00
825,158,32.108333,118.803056,1496307600,+08:00
826,154,32.057222,118.748611,1496307600,+08:00
827,156,32.07,118.773611,1496307600,+08:00
828,162,32.014444,118.776944,1496307600,+08:00
829,157,32.031389,118.803056,1496307600,+08:00
830,144,32.0775,118.794722,1496307600,+08:00
831,139,32.087778,118.625556,1496307600,+08:00
832,164,32.009167,118.736667,1496307600,+08:00
833,164,32.105,118.906944,1496307600,+08:00
834,147,31.247222,120.561389,1496307600,+08:00
835,147,31.302778,120.617778,1496307600,+08:00
836,168,31.301944,120.590833,1496307600,+08:00
837,129,31.301389,120.596667,1496307600,+08:00
838,132,31.270556,120.613056,1496307600,+08:00
839,153,31.299444,120.550278,1496307600,+08:00
840,139,31.312111,120.66525,1496307600,+08:00
841,162,31.370833,120.640556,1496307600,+08:00
842,224,31.968056,120.905,1496307600,+08:00
843,199,32.006667,120.8425,1496307600,+08:00
844,189,32.023611,120.863333,1496307600,+08:00
845,199,31.928333,120.935833,1496307600,+08:00
846,194,32.0425,120.810833,1496307600,+08:00
848,117,34.589556,119.141414,1477684800,+08:00
850,85,34.698428,119.348028,1477684800,+08:00
851,172,34.276111,117.166944,1496307600,+08:00
852,169,34.241667,117.192222,1496307600,+08:00
853,85,34.308333,117.191667,1477677600,+08:00
854,191,34.222222,117.256389,1496307600,+08:00
855,185,34.291111,117.244444,1496307600,+08:00
856,184,34.277778,117.293333,1496307600,+08:00
857,72,34.180556,117.166111,1477684800,+08:00
858,157,32.387778,119.46,1496307600,+08:00
860,160,32.376111,119.388611,1496307600,+08:00
861,162,32.403333,119.439167,1478520000,+08:00
865,158,31.503056,120.241667,1496307600,+08:00
866,157,31.584778,120.353889,1496307600,+08:00
867,154,31.547389,120.353889,1496307600,+08:00
869,169,31.684167,120.288056,1496307600,+08:00
871,109,31.786389,119.8925,1477684800,+08:00
872,93,31.808889,119.961944,1477684800,+08:00
873,102,31.763889,120.039444,1477684800,+08:00
874,161,31.703889,119.935,1496307600,+08:00
875,166,31.910833,119.904722,1496307600,+08:00
877,175,32.188333,119.680556,1496307600,+08:00
878,169,32.215,119.491389,1496307600,+08:00
879,167,32.131944,119.430278,1496307600,+08:00
880,197,32.486667,119.9,1496307600,+08:00
881,204,32.476111,119.944444,1496307600,+08:00
882,93,32.303056,119.881667,1477684800,+08:00
883,189,32.463889,119.888333,1496307600,+08:00
884,174,33.599194,119.056789,1496307600,+08:00
885,178,33.578039,119.007906,1496307600,+08:00
887,185,33.503056,119.141111,1496307600,+08:00
888,185,33.626944,119.012222,1496307600,+08:00
889,163,33.402778,120.117778,1496307600,+08:00
891,102,33.371944,120.128889,1477684800,+08:00
894,163,33.933096,118.292648,1496307600,+08:00
895,172,33.957273,118.232104,1496307600,+08:00
898,168,33.393889,120.155,1496307600,+08:00
899,181,33.607222,118.999444,1496307600,+08:00
901,163,32.41,119.404444,1496307600,+08:00
902,129,34.588556,119.175956,1496307600,+08:00
903,167,31.758333,119.995278,1496307600,+08:00
904,61,30.5746245688383,114.372305072107,1496311200,+08:00
905,57,30.5571378257044,114.251523174281,1496311200,+08:00
906,65,30.6196730729398,114.282229640575,1496311200,+08:00
907,63,30.5332340005751,114.304000350723,1496311200,+08:00
908,80,30.624719,114.370058,1496311200,+08:00
909,53,30.482469,114.156561,1496311200,+08:00
910,61,30.594389,114.301447,1496311200,+08:00
911,70,30.4832623885865,114.401701915129,1496311200,+08:00
912,38,30.633424,114.130212,1496304000,+08:00
913,46,30.29982222,113.8530639,1496311200,+08:00
914,53,22.590807,114.262078,1496307600,+08:00
916,46,22.575856,113.862238,1496307600,+08:00
920,61,22.516847,113.923192,1496307600,+08:00
921,42,22.528186,114.496906,1496307600,+08:00
922,53,22.598902,114.313483,1496307600,+08:00
924,30,22.720358,114.247468,1496307600,+08:00
925,30,22.5500005,114.0960791,1496307600,+08:00
926,46,22.630626,114.423948,1496307600,+08:00
927,26,22.542454,113.987495,1496307600,+08:00
928,57,22.562334,114.116872,1496307600,+08:00
931,61,22.696848,114.04539,1496289600,+08:00
933,74,40.757093,111.724539,1496307600,+08:00
934,68,40.795085,111.628978,1496307600,+08:00
935,68,40.7999638,111.6612439,1496307600,+08:00
936,59,40.845941,111.661607,1496307600,+08:00
937,84,40.812974,111.615625,1496307600,+08:00
938,70,40.842299,111.749138,1496307600,+08:00
939,71,40.277474,111.204041,1496307600,+08:00
940,91,40.842299,111.749138,1496307600,+08:00
941,102,26.072105,119.352919,1496307600,+08:00
942,63,26.028202,119.418528,1492509600,+08:00
943,112,26.038712,119.309506,1496307600,+08:00
944,122,26.0867964,119.3081791,1496307600,+08:00
945,119,26.076795,119.2662176,1496307600,+08:00
946,122,26.076788,119.324574,1496307600,+08:00
947,109,36.5904888,101.7537822,1496307600,+08:00
948,53,36.617144,101.778228,1481137200,+08:00
949,117,36.578752,101.847291,1496307600,+08:00
950,72,36.617144,101.778228,1496307600,+08:00
951,161,29.866811,121.596128,1496311200,+08:00
952,153,29.864991,121.528581,1496304000,+08:00
953,154,29.89417,121.564298,1496311200,+08:00
954,155,29.959758,121.72247,1496311200,+08:00
955,154,29.914204,121.846686,1496311200,+08:00
956,158,29.823934,121.570251,1496311200,+08:00
957,154,29.777016,121.644015,1496311200,+08:00
958,152,29.9018,121.622588,1496300400,+08:00
1238,97,37.8873,112.522,1496307600,+08:00
1240,61,38.0108,112.434,1496307600,+08:00
1241,119,37.7124,112.469,1496307600,+08:00
1242,114,37.7394,112.5583,1496307600,+08:00
1243,93,37.8692,112.5369,1496307600,+08:00
1244,114,37.8195,112.57,1496307600,+08:00
1245,114,37.9854,112.549,1496307600,+08:00
1246,107,37.7805,112.488,1496307600,+08:00
1249,162,41.7089,123.439,1496307600,+08:00
1254,91,41.7775,123.478,1496307600,+08:00
1255,65,41.7972,123.3997,1496307600,+08:00
1257,70,41.9228,123.3783,1496307600,+08:00
1258,152,38.973888889,121.61194444,1496307600,+08:00
1259,114,38.951111111,121.565,1496307600,+08:00
1260,132,38.885,121.56388889,1496307600,+08:00
1261,87,38.911944444,121.63305556,1496307600,+08:00
1262,63,38.863888889,121.625,1496307600,+08:00
1263,80,38.856111111,121.51805556,1496307600,+08:00
1264,97,38.808055556,121.25888889,1496307600,+08:00
1265,119,39.1311,121.7481,1496307600,+08:00
1266,41,39.0511,121.7769,1496307600,+08:00
1267,53,39.0631,121.9769,1496307600,+08:00
1268,78,43.9167,125.323,1496307600,+08:00
1269,68,43.91,125.287,1496307600,+08:00
1270,59,43.84,125.2786,1496307600,+08:00
1271,57,43.8748,125.3649,1496307600,+08:00
1272,38,43.8694,125.325,1496307600,+08:00
1273,21,43.7878,125.454,1496307600,+08:00
1274,55,43.55,125.633,1496307600,+08:00
1275,89,43.8667,125.417,1496307600,+08:00
1276,53,43.8167,125.25,1496307600,+08:00
1277,65,43.85,125.217,1496307600,+08:00
1278,70,45.755,126.542,1496307600,+08:00
1279,38,45.8167,126.561,1496307600,+08:00
1280,34,45.5422,126.979,1496307600,+08:00
1282,61,45.7733,126.689,1496307600,+08:00
1283,50,45.7667,126.635,1496307600,+08:00
1284,59,45.7319,126.685,1496307600,+08:00
1285,55,45.7258,126.646,1496307600,+08:00
1286,59,45.7478,126.593,1496307600,+08:00
1287,50,45.61,126.615,1496307600,+08:00
1288,53,45.9819,126.6106,1496307600,+08:00
1289,65,45.6842,126.6206,1496307600,+08:00
1290,151,31.7848,117.196,1496307600,+08:00
1291,155,31.8766,117.307,1496307600,+08:00
1292,157,31.8706,117.259,1496307600,+08:00
1293,153,31.9051,117.16,1496307600,+08:00
1294,157,31.8572,117.25,1496307600,+08:00
1295,160,31.9438,117.266,1496307600,+08:00
1296,158,31.8585,117.336,1496307600,+08:00
1297,158,31.7956,117.302,1496307600,+08:00
1298,157,31.7386,117.278,1496307600,+08:00
1299,162,31.8516,117.124,1496307600,+08:00
1300,124,24.818055556,118.15694444,1496307600,+08:00
1301,97,24.476666667,118.15138889,1496307600,+08:00
1302,93,24.445833333,118.06361111,1496307600,+08:00
1304,46,28.6844,115.893,1496307600,+08:00
1305,53,28.6839,115.8886,1496307600,+08:00
1306,32,28.7442,115.813,1496307600,+08:00
1307,57,28.6969,115.973,1496307600,+08:00
1308,46,28.6869,115.852,1496307600,+08:00
1309,46,28.6425,115.892,1496307600,+08:00
1310,42,28.7994,115.742,1496307600,+08:00
1311,30,28.6131,115.912,1490180400,+08:00
1312,50,28.6844,115.931,1496307600,+08:00
1313,175,34.7545,113.681,1496307600,+08:00
1314,184,34.7745,113.641,1496307600,+08:00
1315,181,34.8019,113.675,1496307600,+08:00
1316,180,34.802,113.564,1496307600,+08:00
1317,182,34.7187,113.727,1496307600,+08:00
1318,181,34.719,113.734,1496307600,+08:00
1319,175,34.7496,113.5991,1496307600,+08:00
1320,176,34.7538,113.6356,1496307600,+08:00
1321,188,34.9162,113.6113,1496304000,+08:00
1322,53,28.2325,113.0833,1496307600,+08:00
1323,42,28.2189,112.8872,1496307600,+08:00
1324,42,28.2053,113.0792,1496307600,+08:00
1325,42,28.19,112.9394,1496307600,+08:00
1326,70,28.1442,112.9956,1496307600,+08:00
1327,50,28.2597,112.9792,1496307600,+08:00
1328,57,28.1944,113.0014,1496307600,+08:00
1329,37,28.1178,112.9844,1496307600,+08:00
1330,38,28.1308,112.8908,1496307600,+08:00
1331,55,28.3586,112.9958,1496307600,+08:00
1332,95,22.7875,108.301,1496307600,+08:00
1333,74,22.8561,108.316,1496307600,+08:00
1334,70,22.8225,108.321,1496307600,+08:00
1335,78,22.805,108.383,1496307600,+08:00
1336,68,22.7906,108.439,1496307600,+08:00
1337,57,22.8464,108.239,1496307600,+08:00
1338,70,22.735,108.3275,1496304000,+08:00
1339,70,22.7833,108.244,1496307600,+08:00
1340,38,19.95073,110.57553,1496307600,+08:00
1341,50,20.05955,110.31896,1496307600,+08:00
1342,59,20.0053,110.28317,1496307600,+08:00
1343,55,19.99693,110.33755,1496307600,+08:00
1344,42,20.03565,110.33025,1496307600,+08:00
1345,124,29.8272,106.379,1496307600,+08:00
1346,144,29.5736,106.46,1479560400,+08:00
1347,151,29.8264,106.424,1496307600,+08:00
1348,102,29.7228,106.626,1496307600,+08:00
1349,142,29.5983,106.296,1496304000,+08:00
1350,99,29.5186,106.54,1496307600,+08:00
1351,76,29.6219,106.65,1496307600,+08:00
1352,97,29.4892,106.634,1496307600,+08:00
1353,129,29.4822,106.364,1496307600,+08:00
1354,104,29.5642,106.571,1496307600,+08:00
1355,180,29.5164,106.512,1481295600,+08:00
1356,112,29.7125,106.617,1496307600,+08:00
1357,89,29.4892,106.468,1496307600,+08:00
1358,107,29.6453,106.562,1496307600,+08:00
1359,109,29.389,106.513,1496307600,+08:00
1360,151,30.713,103.972,1496311200,+08:00
1361,129,30.6872,104.176,1496311200,+08:00
1362,119,30.5706,104.079,1496311200,+08:00
1363,112,30.6361,104.118,1496311200,+08:00
1364,114,30.685,104.074,1496311200,+08:00
1367,68,31.0283,103.613,1496311200,+08:00
1368,68,26.6029,106.6856,1496307600,+08:00
1369,99,26.5689,106.6971,1496307600,+08:00
1371,87,26.6343,106.7487,1482836400,+08:00
1372,89,26.4364,106.6554,1482836400,+08:00
1373,76,26.5155,106.6948,1482836400,+08:00
1374,59,26.6009,106.7105,1482836400,+08:00
1375,80,26.5697,106.7164,1482836400,+08:00
1376,74,26.5495,106.6867,1496307600,+08:00
1377,46,25.0124,102.743,1496311200,+08:00
1378,63,24.8885,102.821,1496311200,+08:00
1379,59,24.9624,102.625,1496311200,+08:00
1380,59,25.0836,102.728,1496311200,+08:00
1381,82,25.0405,102.722,1496311200,+08:00
1382,78,25.067,102.681,1496311200,+08:00
1383,68,25.0359,102.638,1496311200,+08:00
1384,91,29.6514,91.1319,1496307600,+08:00
